ClusterID,NumPixel,AvgSimilarity, AvgR,AvgG,AvgB
1663,2,0.0000,111,79,54
1665,5,0.4907,122,89,66
1666,4,0.3258,153,115,99
1667,3,0.0000,180,154,154
1668,2,0.0000,174,146,145
1669,0,0.0000,0,0,0
1670,0,0.0000,0,0,0
1671,3,0.4819,152,109,103
1672,2,0.9780,111,84,64
1674,4,0.9934,112,96,69
1675,2,0.9627,106,75,48
1676,2,0.9742,113,81,56
1678,8,0.9945,140,171,120
1679,15,0.9895,147,172,132
1680,8,0.9975,156,178,152
1681,4,0.9718,183,154,155
1682,3,0.0000,174,131,123
1683,4,0.0000,163,120,112
1684,4,0.9825,115,89,72
1685,7,0.9969,111,94,67
1686,3,0.9720,125,93,70
1687,9,0.8617,139,104,84
1688,3,0.9791,148,113,100
1689,13,0.9821,161,131,120
1690,8,0.8388,143,159,123
1691,8,0.8367,137,156,112
1692,9,0.7311,129,152,100
1697,8,0.9890,113,85,71
1700,51,0.9471,134,101,80
1702,5,0.7393,182,143,139
1703,5,0.7434,172,132,128
1704,5,0.7401,158,121,116
1705,5,0.7456,147,110,106
1706,14,0.9088,138,108,103
1707,4,0.0000,109,79,52
1708,2,0.0000,115,83,59
1709,2,1.0000,116,148,72
1710,5,0.9741,129,162,89
1711,3,0.9801,134,100,94
1715,8,0.9797,150,121,109
1717,2,0.9878,119,147,80
1719,4,0.9809,191,162,166
1721,0,0.0000,0,0,0
1722,5,0.2500,122,147,88
1723,6,0.9799,115,144,70
1724,9,0.9779,112,144,62
1725,3,0.9732,115,85,59
1726,8,0.6999,121,89,67
1727,5,0.7407,118,145,79
1728,10,0.9926,185,155,153
1733,2,0.9816,130,102,94
1734,22,0.9858,116,97,82
1735,3,0.9988,113,92,70
1739,12,0.8980,143,116,113
1740,29,0.9477,131,111,105
1741,2,0.9746,141,160,125
1746,284,0.9702,102,121,43
1747,6,0.9851,121,155,75
1748,7,0.9816,145,168,118
1749,10,0.9841,152,173,143
1750,11,0.9852,159,179,159
1751,17,0.8610,163,183,171
1752,21,0.8859,163,140,140
1753,9,0.8679,153,125,122
1755,66,0.9819,118,102,92
1756,45,0.9659,104,86,69
1757,2,0.9733,113,82,61
1758,3,0.9744,156,128,116
1763,3,0.9782,111,142,52
1764,2,1.0000,94,137,48
1765,3,0.9826,96,137,52
1766,7,0.9785,140,161,120
1767,2,0.9785,137,160,118
1768,3,0.4863,131,155,108
1769,4,0.3206,123,147,93
1772,5,0.2445,107,136,52
1773,4,0.9757,99,138,55
1775,4,0.0000,116,143,78
1778,27,0.9866,94,133,46
1779,0,0.0000,0,0,0
1781,3,0.4860,149,121,106
1782,2,0.9731,153,125,111
1783,5,0.7323,136,156,112
1788,3,0.0000,109,136,62
1790,26,0.9842,100,125,50
1791,4,0.6589,100,136,58
1792,9,0.9815,126,107,101
1793,11,0.9862,112,97,86
1794,0,0.0000,0,0,0
1795,14,0.9872,122,90,69
1796,4,0.9823,165,136,126
1797,2,0.0000,129,152,104
1800,0,0.0000,0,0,0
1803,12,0.9877,99,121,52
1805,0,0.0000,0,0,0
1807,6,0.7785,149,121,105
1808,30,0.9407,151,123,110
1809,3,0.9895,151,157,143
1810,3,0.4837,128,148,99
1813,4,0.0000,110,135,68
1816,17,0.9241,97,122,36
1818,2,0.9892,96,127,54
1819,1,0.0000,101,132,62
1820,16,0.6575,113,82,60
1821,2,1.0000,146,119,102
1822,2,0.0000,119,141,85
1823,3,0.0000,111,133,70
1825,5,0.2405,101,125,49
1827,94,0.9828,108,130,52
1829,3,0.4872,104,131,65
1830,3,0.9861,139,166,111
1831,6,0.5878,140,167,120
1833,3,0.9725,159,131,122
1838,2,0.0000,105,127,58
1839,2,0.9849,98,120,43
1840,2,0.0000,97,126,56
1841,2,0.9750,99,125,58
1843,5,0.4928,149,130,128
1844,4,0.6526,135,116,112
1846,4,0.3304,159,134,128
1847,6,0.3943,146,160,115
1848,7,0.3308,130,144,96
1849,0,0.0000,0,0,0
1853,34,0.9576,93,112,31
1855,1,0.0000,107,129,67
1856,2,0.0000,143,116,97
1857,0,0.0000,0,0,0
1858,2,0.0000,112,130,75
1859,2,0.0000,107,126,64
1862,7,0.9912,101,119,38
1863,2,0.0000,103,125,60
1865,2,1.0000,109,129,69
1866,2,0.9698,135,164,106
1867,3,0.4890,143,169,132
1875,6,0.0000,119,134,82
1878,2,0.0000,99,118,47
1880,4,0.3245,107,125,61
1881,3,0.4924,110,125,64
1882,2,1.0000,113,130,71
1884,5,0.7263,148,172,146
1886,4,0.3223,144,127,125
1887,2,0.9719,137,121,118
1888,12,0.9935,113,96,90
1890,0,0.0000,0,0,0
1899,2,0.0000,112,127,70
1900,0,0.0000,0,0,0
1901,6,0.9866,97,110,41
1904,111,0.9685,104,121,40
1905,13,0.9815,100,118,46
1906,4,1.0000,117,130,72
1907,12,0.9957,109,145,61
1912,7,0.9863,108,91,85
1913,7,0.4855,137,110,89
1914,2,0.0000,143,116,97
1916,2,0.0000,161,138,132
1917,5,0.0000,149,156,138
1923,3,0.0000,105,120,58
1926,2,1.0000,117,127,68
1927,4,0.6429,131,160,104
1928,3,0.4917,135,162,116
1929,2,0.9755,139,165,128
1930,3,0.9712,154,139,138
1932,3,0.9856,139,124,121
1933,3,0.9894,121,106,102
1934,3,1.0000,103,86,79
1937,2,0.0000,154,129,122
1938,3,0.9881,156,133,127
1939,0,0.0000,0,0,0
1944,0,0.0000,0,0,0
1946,9,0.9784,99,117,40
1947,3,1.0000,109,120,57
1948,3,0.9908,112,122,61
1949,2,0.9956,114,124,64
1950,8,0.9836,150,130,132
1951,13,0.9879,105,85,77
1952,8,0.8460,143,113,97
1953,4,0.9823,151,126,116
1955,2,0.0000,140,147,129
1958,0,0.0000,0,0,0
1959,0,0.0000,0,0,0
1960,3,0.4953,102,116,51
1961,2,1.0000,104,116,49
1962,3,1.0000,138,159,90
1963,6,0.9829,140,163,98
1968,3,0.4806,132,108,86
1970,27,0.9479,162,159,139
1973,2,0.0000,132,142,95
1975,0,0.0000,0,0,0
1977,26,0.9851,104,103,40
1978,6,0.9911,97,117,35
1979,4,0.6582,130,156,67
1980,2,1.0000,133,159,71
1981,10,0.9879,138,163,82
1982,7,0.9823,131,159,74
1983,58,0.9136,107,147,50
1984,2,0.9783,116,161,73
1989,5,0.4909,158,135,139
1990,4,0.9954,144,122,124
1991,5,0.7311,133,112,112
1992,4,0.9846,126,105,104
1993,20,0.9885,114,94,87
1994,34,0.9284,109,90,77
1996,4,0.9955,129,110,85
1998,2,1.0000,144,112,98
1999,2,1.0000,161,142,127
2001,2,0.0000,148,149,126
2002,2,0.0000,142,142,119
2004,0,0.0000,0,0,0
2005,0,0.0000,0,0,0
2006,4,0.6601,109,115,53
2007,3,0.9873,106,110,46
2008,4,0.6612,94,118,30
2009,81,0.9719,83,107,24
2010,18,0.9844,88,107,35
2011,2,0.9832,98,116,40
2012,1,0.0000,98,114,43
2013,4,0.6547,126,151,64
2014,4,0.0000,124,164,106
2015,0,0.0000,0,0,0
2016,0,0.0000,0,0,0
2019,3,0.4967,125,100,76
2020,5,0.7330,133,107,85
2021,2,0.9758,140,109,93
2022,9,0.9875,155,150,127
2025,0,0.0000,0,0,0
2026,0,0.0000,0,0,0
2027,10,0.1111,109,120,60
2029,2,1.0000,91,109,33
2030,43,0.9869,82,102,26
2031,5,0.9927,95,115,36
2032,2,0.9910,91,107,38
2033,4,0.6575,120,146,59
2038,4,0.0000,133,170,127
2039,4,0.0000,143,177,147
2040,2,0.9652,99,72,48
2044,2,0.9740,128,109,84
2045,3,0.9877,137,105,89
2046,3,0.9911,151,122,110
2047,4,0.6563,155,135,122
2048,3,0.5000,146,138,113
2049,3,0.5000,141,130,105
2050,5,0.2405,126,132,68
2051,5,0.2487,118,126,64
2052,57,0.9560,104,127,47
2053,2,1.0000,115,141,53
2055,4,0.9775,130,156,85
2056,6,0.7917,120,148,74
2058,0,0.0000,0,0,0
2059,2,0.0000,112,156,79
2068,4,0.9846,111,91,62
2069,13,0.8970,125,98,76
2070,2,1.0000,124,104,79
2073,3,0.5000,112,114,50
2074,4,0.9774,108,108,45
2077,24,0.9930,109,137,53
2079,4,0.9723,117,147,60
2080,9,0.9783,97,141,50
2087,3,1.0000,146,124,126
2088,3,0.9865,141,120,119
2090,4,0.6504,124,103,100
2091,5,0.9790,94,77,41
2092,4,0.6549,104,84,54
2093,2,0.9881,156,146,129
2094,3,1.0000,159,155,135
2095,3,0.9807,151,137,115
2096,4,0.9861,147,130,110
2099,2,1.0000,93,103,37
2100,13,0.9012,125,153,75
2101,2,1.0000,139,165,94
2102,3,0.9724,131,156,88
2104,4,0.9841,97,137,51
2105,2,1.0000,98,138,55
2107,6,0.9836,126,154,71
2108,0,0.0000,0,0,0
2109,2,0.0000,108,151,80
2110,0,0.0000,0,0,0
2111,2,0.0000,125,163,118
2112,2,0.0000,136,170,137
2114,2,0.9912,161,139,141
2115,3,0.9733,137,116,115
2117,6,0.3919,146,117,96
2118,13,0.9811,153,138,121
2120,4,0.0000,120,121,57
2122,5,0.9934,101,98,35
2123,2,1.0000,99,121,38
2125,4,0.9692,130,156,80
2126,2,0.9933,135,161,89
2128,3,0.4970,125,151,81
2130,3,0.9862,113,143,67
2131,2,0.0000,112,142,63
2132,11,0.9853,100,145,50
2133,4,0.9933,91,135,49
2134,13,0.9883,95,138,55
2135,3,0.5000,119,153,78
2136,3,0.4902,126,156,84
2137,2,0.9968,131,160,89
2139,5,0.4927,100,145,62
2140,2,1.0000,103,146,74
2141,3,0.0000,114,154,96
2147,4,1.0000,102,77,48
2149,26,0.9862,96,93,28
2150,4,0.9904,88,109,36
2151,10,0.9901,100,124,43
2153,2,0.0000,128,153,86
2155,3,0.9844,108,140,62
2156,5,0.4882,106,139,57
2157,111,0.9826,88,136,36
2158,4,0.9939,86,132,45
2161,0,0.0000,0,0,0
2162,15,0.8571,131,155,89
2163,2,0.9871,109,149,87
2164,2,0.0000,120,158,108
2165,4,0.6608,130,165,125
2166,3,1.0000,138,171,137
2167,7,0.8207,147,177,144
2168,2,0.0000,156,135,135
2169,5,0.7362,150,130,129
2170,2,0.9730,143,122,120
2171,2,0.0000,133,112,109
2172,10,0.9792,126,105,99
2173,6,0.9903,121,101,94
2174,12,0.9890,115,92,57
2175,14,0.9830,97,86,38
2176,3,0.9708,100,88,48
2177,2,0.9868,115,96,62
2178,5,0.9916,151,138,116
2179,3,0.9931,150,144,120
2182,2,0.9789,109,108,43
2183,2,1.0000,76,99,21
2184,3,0.9916,99,122,41
2185,6,0.7928,121,149,71
2186,31,0.9538,116,145,71
2188,6,0.9922,85,135,47
2189,12,0.8935,113,143,70
2190,4,1.0000,116,143,73
2192,4,0.6456,114,143,58
2193,3,0.4934,102,145,72
2195,3,0.9840,124,160,114
2196,2,0.9619,163,140,145
2198,4,0.9757,140,119,115
2199,4,1.0000,68,45,22
2200,6,0.5846,122,102,66
2203,10,0.9814,148,141,113
2204,2,0.0000,142,125,103
2206,5,0.9843,102,104,37
2207,3,0.9850,106,100,36
2208,33,0.9574,101,122,49
2209,10,0.9834,87,113,38
2210,5,0.9911,92,114,42
2211,2,0.9675,88,108,37
2212,15,0.9872,114,144,63
2213,5,0.7409,116,146,67
2214,4,0.9937,124,152,76
2215,2,1.0000,102,136,56
2217,3,0.9933,79,132,42
2218,2,1.0000,97,136,55
2219,3,0.9905,125,150,84
2222,3,0.9872,90,134,55
2223,3,0.4932,107,146,85
2224,0,0.0000,0,0,0
2225,2,1.0000,119,156,105
2226,2,0.9875,141,173,132
2227,2,0.9890,148,176,132
2229,2,0.9802,156,137,137
2230,4,0.9650,145,130,124
2231,378,0.9832,53,67,16
2233,6,1.0000,126,103,63
2234,4,0.9827,98,83,35
2236,2,0.9683,115,103,59
2239,4,0.6492,149,135,104
2240,5,0.9814,144,142,110
2242,2,0.0000,131,113,90
2243,4,0.9847,106,110,42
2244,21,0.9409,78,104,30
2247,13,0.9073,96,118,50
2250,2,1.0000,95,130,48
2252,4,0.9984,78,132,39
2253,3,0.9971,113,149,70
2255,28,0.9466,111,143,66
2256,65,0.9870,97,133,47
2258,4,0.3233,112,150,96
2260,2,0.0000,127,161,121
2262,3,0.4938,144,171,129
2264,2,0.9872,160,153,133
2265,8,0.9888,137,113,72
2266,5,0.9838,107,101,49
2267,8,0.8501,117,115,60
2268,3,0.9796,110,106,52
2272,5,0.9886,141,143,107
2273,0,0.0000,0,0,0
2275,2,1.0000,91,115,41
2277,24,0.9864,111,137,59
2280,17,0.9255,95,127,50
2282,4,0.9850,91,128,42
2283,3,0.9964,71,129,37
2285,3,0.5000,109,134,68
2286,2,0.0000,118,144,78
2287,4,1.0000,94,136,64
2290,3,0.9912,115,150,103
2292,4,0.3310,134,164,117
2294,4,0.9829,166,176,177
2295,2,0.9960,156,159,141
2298,3,0.9885,69,52,31
2300,6,0.9917,111,113,51
2301,0,0.0000,0,0,0
2304,2,0.0000,145,134,97
2306,5,0.9900,138,144,102
2307,5,0.4860,135,127,93
2308,3,0.0000,119,107,74
2309,2,0.9863,104,103,36
2310,9,0.9851,91,102,31
2311,5,0.9909,102,115,43
2313,3,0.5000,102,127,52
2314,7,0.4996,89,117,32
2315,31,0.9188,83,111,25
2316,0,0.0000,0,0,0
2317,2,1.0000,97,119,47
2319,38,0.9638,108,141,64
2320,3,0.5000,114,145,69
2322,8,0.9913,87,126,39
2323,36,0.9851,59,116,26
2324,2,1.0000,86,136,49
2326,2,1.0000,132,163,88
2328,7,0.6667,130,156,87
2329,7,0.6516,108,135,68
2330,4,0.3333,100,140,75
2333,4,0.0000,102,139,87
2337,3,0.4962,122,155,99
2339,4,0.9777,161,173,171
2341,0,0.0000,0,0,0
2344,2,0.0000,132,130,116
2346,13,0.9033,129,109,100
2348,3,0.9886,85,73,43
2349,2,1.0000,122,101,57
2350,10,0.9898,130,108,64
2351,3,0.9864,103,105,43
2352,4,0.0000,125,112,65
2353,3,0.5000,141,135,88
2354,0,0.0000,0,0,0
2355,0,0.0000,0,0,0
2356,4,0.0000,137,130,89
2357,6,0.7869,132,139,95
2360,4,0.9815,105,108,39
2361,4,0.3333,94,119,45
2363,4,0.9840,90,116,44
2364,4,0.9717,92,116,48
2365,9,0.7367,105,136,60
2366,2,1.0000,99,130,54
2367,8,0.9835,71,128,22
2368,4,0.9778,85,132,48
2369,4,0.6550,84,129,46
2370,2,1.0000,141,172,97
2371,10,0.9926,140,167,95
2373,2,0.9793,111,138,64
2375,20,0.9343,125,159,80
2376,2,1.0000,89,129,64
2377,33,0.9791,92,124,64
2378,3,0.9856,94,131,76
2379,3,0.5000,103,137,77
2380,3,0.4961,111,144,86
2382,4,0.9854,155,170,167
2383,0,0.0000,0,0,0
2384,3,0.0000,148,152,124
2385,0,0.0000,0,0,0
2388,4,0.0000,125,124,108
2391,2,1.0000,99,80,63
2392,5,1.0000,83,65,44
2393,2,0.9954,156,132,86
2394,3,0.9993,108,86,38
2395,7,1.0000,96,91,34
2396,9,0.9834,92,105,32
2398,3,1.0000,136,134,83
2401,2,0.0000,117,123,78
2404,3,0.4974,113,120,50
2405,2,0.9740,111,117,47
2409,3,0.9866,99,122,51
2410,6,1.0000,121,152,75
2411,2,0.9864,111,142,64
2412,2,1.0000,73,127,39
2414,11,0.6875,112,148,61
2415,4,0.9870,96,131,71
2417,4,0.9915,151,168,164
2418,4,0.0000,148,159,143
2419,3,0.0000,138,147,116
2420,5,0.2433,130,143,109
2424,4,0.3237,124,111,101
2425,3,1.0000,133,110,64
2426,6,0.9870,116,101,48
2427,2,1.0000,115,100,48
2428,2,1.0000,112,111,51
2432,0,0.0000,0,0,0
2433,2,1.0000,130,144,95
2434,4,0.9781,134,137,92
2435,2,0.0000,131,125,84
2436,2,0.9642,123,133,62
2437,7,0.8256,118,131,58
2438,8,0.9859,88,104,26
2440,5,0.9912,117,150,76
2442,3,0.9854,103,127,54
2443,2,0.9683,99,124,57
2444,19,0.9903,110,132,57
2445,3,0.9725,98,128,53
2447,12,0.9950,150,174,97
2449,3,0.9830,111,148,72
2453,0,0.0000,0,0,0
2454,5,0.7439,140,163,136
2457,6,0.9871,130,152,115
2461,15,0.9070,111,95,70
2464,5,0.7339,70,69,31
2465,10,0.9901,77,67,40
2466,5,0.9817,73,66,34
2468,4,1.0000,133,115,66
2469,2,0.9770,136,123,68
2471,17,0.8050,93,115,46
2472,47,0.9857,83,103,21
2473,3,0.9719,100,110,31
2474,3,0.9864,110,118,39
2475,2,0.0000,119,115,58
2476,0,0.0000,0,0,0
2477,3,0.0000,131,130,77
2478,2,1.0000,107,117,66
2479,4,0.0000,112,126,73
2481,2,1.0000,132,133,90
2482,4,0.9899,107,123,48
2483,103,0.9841,70,105,26
2484,5,0.9891,104,140,61
2485,4,0.6537,88,116,32
2486,4,0.9965,120,149,74
2489,9,0.9839,102,139,61
2490,4,0.9942,88,126,42
2491,4,0.9932,74,116,39
2492,2,0.0000,110,143,65
2496,6,0.3873,105,134,63
2497,3,0.9924,101,132,84
2498,4,0.0000,124,153,114
2499,3,1.0000,140,168,133
2500,19,0.8799,135,162,122
2502,2,0.0000,127,142,107
2503,2,0.0000,117,131,98
2504,2,0.0000,100,113,83
2505,2,1.0000,106,102,83
2506,6,0.2000,105,99,57
2507,3,0.0000,94,86,53
2508,4,1.0000,96,86,60
2510,2,0.0000,120,103,53
2511,3,1.0000,127,118,63
2512,9,0.9925,127,124,65
2513,4,0.9909,102,110,43
2514,3,1.0000,71,88,22
2516,9,0.7357,88,112,27
2517,2,1.0000,97,122,51
2519,3,0.4816,129,138,87
2523,8,0.9893,115,133,59
2524,4,1.0000,66,102,32
2526,2,1.0000,89,110,31
2527,8,0.9857,95,134,53
2528,2,1.0000,96,126,51
2529,4,0.9873,96,137,37
2530,4,0.6552,96,131,53
2531,2,0.0000,130,156,80
2532,5,1.0000,155,178,100
2533,3,0.5000,123,156,77
2535,4,1.0000,77,121,43
2539,7,0.8253,139,165,131
2540,2,0.9814,131,152,114
2541,3,0.4954,126,147,106
2544,2,0.9643,105,98,77
2547,4,1.0000,101,92,65
2548,3,0.5000,93,80,30
2549,4,0.9936,106,100,47
2551,5,0.9785,100,110,42
2552,4,0.9746,118,130,62
2553,4,0.6667,73,92,26
2555,0,0.0000,0,0,0
2558,3,0.0000,116,122,78
2560,2,0.0000,112,128,56
2561,3,0.5000,94,107,32
2562,2,0.9936,95,122,50
2563,34,0.9587,74,112,39
2564,4,0.9872,94,132,57
2565,2,0.9865,99,139,64
2567,38,0.9583,108,132,51
2568,6,0.9851,100,121,41
2569,4,0.6618,91,113,35
2570,10,0.8801,109,131,50
2571,2,1.0000,111,144,67
2572,21,0.9877,83,129,48
2573,12,0.9945,83,127,45
2574,3,1.0000,109,151,72
2575,3,0.9973,92,130,51
2576,11,0.9908,85,122,42
2577,4,0.6635,88,126,36
2578,48,0.9860,101,136,43
2579,4,0.9843,94,139,42
2580,3,0.9820,86,135,37
2581,5,1.0000,148,174,95
2582,2,1.0000,107,135,57
2583,3,0.5000,87,126,46
2584,8,1.0000,72,111,34
2586,9,0.8651,97,125,61
2587,2,0.9692,110,138,97
2589,0,0.0000,0,0,0
2591,0,0.0000,0,0,0
2592,4,0.6525,111,103,76
2593,3,0.5000,125,113,75
2596,5,0.2427,92,103,51
2598,4,1.0000,106,100,71
2599,46,0.9148,102,124,53
2600,33,0.9573,59,87,18
2603,4,0.9684,93,120,45
2604,2,0.9693,105,122,61
2605,0,0.0000,0,0,0
2606,3,0.0000,110,123,68
2607,3,0.5000,125,132,79
2608,8,0.9990,118,140,66
2610,17,1.0000,83,106,30
2611,2,0.9881,103,139,60
2614,4,0.9945,84,127,47
2615,5,1.0000,138,163,82
2616,15,0.9276,99,123,42
2617,22,0.9414,114,150,67
2618,2,1.0000,111,136,69
2621,0,0.0000,0,0,0
2624,3,0.0000,122,144,100
2625,3,0.5000,107,137,85
2626,2,0.0000,110,121,86
2627,3,0.0000,109,114,85
2629,6,0.4000,125,118,80
2633,4,0.3333,78,73,43
2634,12,1.0000,112,110,77
2635,2,1.0000,74,69,37
2637,2,1.0000,85,106,35
2638,5,0.9916,110,126,61
2639,2,1.0000,120,126,75
2641,6,0.9837,95,125,56
2642,2,1.0000,79,116,42
2643,4,0.9784,90,123,46
2644,5,1.0000,101,125,48
2647,9,0.9793,90,134,50
2648,10,0.9949,79,130,44
2649,4,0.6600,92,131,40
2650,4,0.9972,60,107,22
2652,5,1.0000,122,153,71
2655,4,0.6667,83,113,40
2656,13,0.9057,120,153,80
2659,14,0.9900,130,158,83
2660,5,1.0000,135,160,92
2662,0,0.0000,0,0,0
2663,2,0.0000,97,125,81
2664,3,1.0000,109,135,92
2665,4,0.9810,126,152,110
2666,2,0.0000,120,148,103
2667,2,1.0000,114,145,96
2673,0,0.0000,0,0,0
2674,5,0.9827,133,133,88
2678,2,0.9638,66,64,32
2679,3,0.9969,73,70,37
2680,17,0.9890,93,98,62
2681,6,0.7924,90,96,40
2682,3,1.0000,102,121,51
2683,2,1.0000,104,122,50
2684,33,0.9817,81,125,27
2685,3,0.9869,86,110,34
2686,2,1.0000,108,128,54
2687,4,1.0000,112,137,65
2688,20,0.9890,110,130,51
2689,13,0.9848,75,127,41
2690,3,1.0000,62,106,21
2691,5,0.7500,95,137,46
2692,16,0.9954,113,151,57
2693,3,0.9939,79,121,34
2694,42,0.9597,106,144,57
2697,2,0.0000,107,132,57
2699,3,1.0000,112,146,57
2702,2,0.9803,103,129,75
2703,0,0.0000,0,0,0
2704,0,0.0000,0,0,0
2705,2,1.0000,101,137,83
2707,5,0.0000,123,131,100
2708,0,0.0000,0,0,0
2711,5,0.7500,129,135,81
2714,21,0.9277,69,90,32
2715,3,1.0000,59,75,25
2717,5,0.9882,79,80,46
2718,25,0.9875,75,96,41
2722,21,0.9925,95,113,42
2724,3,1.0000,85,109,38
2725,10,0.9867,80,132,45
2726,27,0.9849,76,119,39
2727,5,0.7500,115,148,63
2728,3,0.9933,118,141,60
2729,2,0.9777,125,147,73
2730,3,0.5000,111,136,66
2731,2,0.0000,106,135,51
2732,2,1.0000,98,128,57
2733,4,0.6477,106,132,73
2734,5,0.2500,100,126,76
2735,5,0.5000,113,148,95
2736,3,0.4893,89,130,70
2740,2,0.0000,133,141,103
2741,8,0.9963,135,144,91
2742,3,0.4808,105,120,60
2745,25,0.8242,97,110,64
2746,0,0.0000,0,0,0
2748,12,0.9915,101,116,54
2749,3,0.9886,83,114,28
2750,14,0.9944,83,111,25
2751,2,0.9932,86,129,32
2752,3,1.0000,111,134,61
2753,14,0.9870,115,143,69
2754,1,0.0000,103,127,51
2755,4,0.9975,84,135,49
2756,3,0.9989,66,122,34
2757,11,0.9841,55,111,24
2758,3,0.9738,112,146,58
2759,3,0.5000,130,151,71
2760,2,1.0000,140,159,82
2761,3,0.9804,140,156,81
2762,2,0.9782,142,154,86
2763,3,0.9877,138,168,96
2765,3,1.0000,91,125,36
2766,9,0.9943,111,145,70
2767,4,1.0000,107,140,65
2768,2,1.0000,118,147,80
2769,2,1.0000,115,139,91
2770,2,1.0000,121,147,100
2771,3,1.0000,125,156,107
2773,9,0.7308,89,128,69
2774,0,0.0000,0,0,0
2775,2,0.0000,105,122,80
2778,6,0.9954,79,112,42
2780,3,0.0000,89,106,44
2781,59,0.9678,60,105,7
2782,3,0.9938,77,112,43
2783,4,0.6667,88,115,39
2785,4,0.9939,117,144,71
2786,3,1.0000,115,143,72
2787,3,1.0000,82,123,34
2788,2,1.0000,78,111,22
2789,12,1.0000,167,174,105
2790,2,1.0000,102,140,47
2791,8,0.9973,95,135,43
2792,8,0.8445,109,150,65
2793,2,1.0000,127,160,87
2795,2,0.0000,111,136,78
2796,2,1.0000,106,130,80
2797,3,1.0000,112,147,90
2798,0,0.0000,0,0,0
2799,4,0.0000,96,117,70
2801,4,0.6667,128,143,84
2802,5,0.7469,113,132,65
2803,2,0.0000,86,113,44
2804,4,0.9968,83,119,42
2805,7,0.8244,49,60,18
2807,2,1.0000,81,90,53
2808,7,0.8333,89,122,44
2809,5,0.7450,103,134,50
2811,2,1.0000,91,127,38
2812,2,1.0000,66,104,34
2813,2,0.9787,115,151,69
2814,3,0.9986,111,141,65
2815,4,1.0000,126,156,82
2816,12,1.0000,132,162,90
2817,4,1.0000,124,154,84
2818,4,1.0000,117,147,78
2819,4,0.9871,63,117,34
2820,71,0.9922,48,92,17
2821,9,0.9843,47,94,18
2824,4,0.3204,117,150,63
2825,2,1.0000,104,133,49
2826,8,0.9931,121,166,71
2827,11,0.9941,74,121,24
2828,4,0.9807,94,133,39
2829,3,0.9950,138,167,80
2831,4,0.6606,86,129,49
2832,3,1.0000,83,122,29
2833,7,0.9895,116,153,74
2834,9,0.9824,82,110,47
2835,3,0.9905,93,117,62
2838,3,0.9936,122,160,98
2841,5,0.4812,88,125,64
2844,2,0.9952,96,121,46
2845,6,0.9822,82,117,38
2848,3,0.9974,92,125,52
2849,4,1.0000,64,94,24
2850,4,0.9941,105,120,59
2851,4,1.0000,101,137,49
2852,3,0.9767,92,129,44
2853,5,0.9995,101,125,42
2854,3,0.5000,84,119,34
2856,8,1.0000,146,178,96
2857,3,0.9885,130,148,69
2858,2,0.9656,129,145,68
2860,4,0.6667,74,120,39
2861,3,0.9670,89,133,41
2862,5,0.9906,69,114,18
2863,2,0.9893,97,141,54
2864,12,0.8038,85,124,47
2865,4,0.6667,99,125,72
2866,4,0.6550,96,124,69
2867,2,0.0000,99,143,76
2869,2,0.9650,82,130,57
2870,3,0.9990,80,112,53
2871,3,0.4914,128,148,87
2872,3,0.9828,113,134,62
2873,3,0.4820,60,82,18
2875,26,0.9906,58,75,32
2876,5,0.7480,79,92,50
2877,4,0.9963,80,115,58
2878,8,0.9942,71,107,39
2880,51,0.9916,86,111,40
2881,12,0.9912,79,90,26
2882,14,0.9863,103,142,54
2883,5,0.9902,86,122,22
2884,5,0.9894,74,119,10
2886,4,0.9832,72,106,45
2887,2,0.9956,58,105,20
2888,6,0.9947,69,114,24
2889,3,0.9997,93,123,38
2890,2,1.0000,100,124,42
2891,3,0.5000,104,134,63
2892,5,0.9723,53,107,27
2893,14,0.9939,111,142,65
2894,6,0.9953,110,145,61
2897,4,0.6667,110,159,58
2898,20,0.9940,80,128,30
2899,6,0.9947,87,119,31
2900,2,1.0000,120,153,65
2903,45,0.9211,71,124,32
2904,3,0.9893,68,119,29
2905,4,1.0000,73,121,24
2906,12,0.8860,93,142,56
2907,2,1.0000,102,126,71
2908,3,0.5000,106,141,78
2911,21,0.9850,77,116,46
2913,2,1.0000,103,125,50
2914,4,0.9856,98,123,43
2915,26,0.9442,86,121,38
2916,3,0.5000,63,79,27
2919,2,1.0000,77,114,55
2920,2,0.9853,83,119,45
2921,2,0.9838,91,125,49
2922,9,0.7405,77,113,35
2923,2,0.9838,92,123,33
2924,3,1.0000,82,126,15
2925,3,0.9967,91,123,54
2926,3,1.0000,94,125,58
2927,2,1.0000,84,114,53
2928,4,0.9879,92,126,68
2929,6,0.9920,55,104,13
2930,6,0.7915,80,119,32
2931,3,0.9761,86,122,35
2932,4,1.0000,123,155,81
2934,5,0.7404,101,132,63
2935,5,0.7360,77,125,49
2937,15,0.9184,112,141,65
2938,4,0.6667,86,135,32
2940,20,0.9306,92,143,43
2941,69,0.9756,68,121,17
2942,3,1.0000,118,130,55
2943,3,0.5000,149,148,83
2944,3,1.0000,143,140,75
2946,4,0.9853,58,112,18
2947,25,0.9883,57,111,13
2948,2,0.9844,101,148,59
2950,5,0.7335,115,142,79
2952,6,0.5869,107,130,72
2953,2,1.0000,102,138,71
2954,3,0.0000,90,132,60
2955,2,1.0000,126,149,79
2956,4,0.6485,76,110,32
2958,3,0.5000,66,97,46
