ClusterID,NumPixel,minSimilarity,AvgSimilarity, AvgR,AvgG,AvgB
2304,3,1.0000,1.0000,115,154,185
2305,3,1.0000,1.0000,109,152,187
2306,2,1.0000,1.0000,109,152,182
2307,5,1.0000,1.0000,109,149,179
2308,23,0.9759,0.9947,105,149,185
2309,4,0.9777,0.9914,102,149,183
2310,10,0.9907,0.9985,102,149,180
2311,5,0.9947,0.9973,102,148,179
2312,2,1.0000,1.0000,101,146,178
2313,6,0.9583,0.9801,102,144,174
2314,5,0.9887,0.9944,102,147,173
2315,4,1.0000,1.0000,101,144,172
2316,2,1.0000,1.0000,101,146,170
2317,3,0.9076,0.9440,103,146,170
2318,2,1.0000,1.0000,96,140,170
2319,7,0.9453,0.9823,99,140,171
2320,4,0.9392,0.9616,99,142,171
2321,14,0.9570,0.9911,99,143,173
2322,2,1.0000,1.0000,98,140,168
2323,3,0.9929,0.9964,98,140,169
2324,5,0.9821,0.9955,97,142,170
2325,6,1.0000,1.0000,97,142,171
2326,5,0.9693,0.9862,89,141,172
2327,2,1.0000,1.0000,96,142,173
2328,5,1.0000,1.0000,98,145,175
2329,3,1.0000,1.0000,99,145,175
2330,9,0.9786,0.9945,100,145,176
2331,6,1.0000,1.0000,102,146,176
2332,2,1.0000,1.0000,98,146,175
2333,25,0.9894,0.9991,123,168,200
2334,2,1.0000,1.0000,108,146,170
2335,8,1.0000,1.0000,106,143,170
2336,10,1.0000,1.0000,119,165,198
2337,56,0.9562,0.9921,121,169,198
2338,30,0.9874,0.9976,117,163,196
2339,10,0.9905,0.9989,117,163,194
2340,2,1.0000,1.0000,117,163,194
2341,35,0.9735,0.9938,115,162,192
2342,2,1.0000,1.0000,117,161,191
2343,14,0.9773,0.9924,114,157,183
2344,65,0.9542,0.9935,112,157,187
2345,16,0.9818,0.9927,108,153,186
2346,26,1.0000,1.0000,107,153,186
2347,2,1.0000,1.0000,109,153,187
2348,7,0.9855,0.9976,108,153,183
2349,2,1.0000,1.0000,102,147,179
2350,14,1.0000,1.0000,103,148,179
2351,5,1.0000,1.0000,99,144,177
2352,2,1.0000,1.0000,102,145,174
2353,2,1.0000,1.0000,101,145,172
2354,2,1.0000,1.0000,101,145,170
2355,2,1.0000,1.0000,103,147,174
2356,2,1.0000,1.0000,101,144,173
2357,2,1.0000,1.0000,102,147,174
2358,17,0.9704,0.9883,100,147,172
2359,4,0.9542,0.9692,96,144,171
2360,4,0.9756,0.9837,96,143,170
2361,3,0.9558,0.9779,98,145,170
2362,2,1.0000,1.0000,104,146,169
2363,2,0.9305,0.9305,102,146,170
2364,2,0.9064,0.9064,100,146,171
2365,3,1.0000,1.0000,97,146,172
2366,15,0.9533,0.9954,96,146,172
2367,3,1.0000,1.0000,96,143,172
2368,11,0.9866,0.9978,96,141,172
2369,4,1.0000,1.0000,99,141,173
2370,5,0.9883,0.9971,97,142,175
2371,7,1.0000,1.0000,98,141,170
2372,8,1.0000,1.0000,98,142,170
2373,2,0.9933,0.9933,94,143,175
2374,6,1.0000,1.0000,93,141,171
2375,4,0.9801,0.9934,94,141,172
2376,23,1.0000,1.0000,98,143,174
2377,5,1.0000,1.0000,101,146,177
2378,7,1.0000,1.0000,102,146,177
2379,22,0.9704,0.9910,100,148,175
2380,11,0.9322,0.9694,104,147,173
2381,6,0.9942,0.9981,116,162,192
2382,5,1.0000,1.0000,114,159,188
2383,2,1.0000,1.0000,113,158,186
2384,3,1.0000,1.0000,115,158,186
2385,6,0.9922,0.9969,102,149,182
2386,6,0.9832,0.9966,108,151,182
2387,6,0.9819,0.9964,108,149,182
2388,2,1.0000,1.0000,101,146,176
2389,5,0.9939,0.9969,104,150,182
2390,2,0.9944,0.9944,102,147,179
2391,5,0.9855,0.9938,102,146,180
2392,5,0.9740,0.9876,101,147,178
2393,10,0.9741,0.9952,104,150,178
2394,9,0.9929,0.9974,103,148,174
2395,3,1.0000,1.0000,101,150,178
2396,3,0.9644,0.9822,101,147,175
2397,7,0.9601,0.9934,101,147,174
2398,5,0.9558,0.9779,96,147,172
2399,3,0.9850,0.9925,98,146,170
2400,2,1.0000,1.0000,104,149,172
2401,15,0.9903,0.9951,104,152,175
2402,4,0.9844,0.9948,99,142,174
2403,2,1.0000,1.0000,99,141,173
2404,3,1.0000,1.0000,100,141,173
2405,2,1.0000,1.0000,97,142,173
2406,3,1.0000,1.0000,99,141,170
2407,7,0.9868,0.9978,96,142,173
2408,7,0.9792,0.9936,91,141,172
2409,3,0.9923,0.9961,95,141,172
2410,6,0.9907,0.9963,95,139,171
2411,2,1.0000,1.0000,104,149,174
2412,6,0.9577,0.9915,107,142,168
2413,3,1.0000,1.0000,117,163,193
2414,11,0.9866,0.9983,117,162,192
2415,2,1.0000,1.0000,114,160,190
2416,8,0.9915,0.9988,114,159,189
2417,57,0.9740,0.9967,114,159,189
2418,5,1.0000,1.0000,109,154,188
2419,12,1.0000,1.0000,109,154,187
2420,3,1.0000,1.0000,109,153,186
2421,5,1.0000,1.0000,108,152,184
2422,2,1.0000,1.0000,103,148,180
2423,16,1.0000,1.0000,103,148,179
2424,11,0.9954,0.9986,102,147,181
2425,20,0.9744,0.9944,103,148,181
2426,22,0.9508,0.9809,106,149,179
2427,4,0.9620,0.9873,96,142,172
2428,4,1.0000,1.0000,96,140,171
2429,3,1.0000,1.0000,99,143,175
2430,11,0.9670,0.9967,99,144,175
2431,28,1.0000,1.0000,97,143,176
2432,7,1.0000,1.0000,99,143,171
2433,2,1.0000,1.0000,93,142,173
2434,13,0.9822,0.9985,93,142,174
2435,2,1.0000,1.0000,91,140,173
2436,6,1.0000,1.0000,98,144,176
2437,10,0.9410,0.9869,98,144,174
2438,16,1.0000,1.0000,99,144,175
2439,20,0.9901,0.9979,100,145,177
2440,11,0.9932,0.9993,99,145,177
2441,17,0.9773,0.9970,101,147,177
2442,2,1.0000,1.0000,106,142,168
2443,6,0.9354,0.9691,105,143,168
2444,3,1.0000,1.0000,106,144,170
2445,4,1.0000,1.0000,116,162,191
2446,9,0.9575,0.9947,116,161,191
2447,33,0.9832,0.9964,109,155,187
2448,55,0.9645,0.9950,108,153,183
2449,19,1.0000,1.0000,106,151,182
2450,12,1.0000,1.0000,105,150,181
2451,3,1.0000,1.0000,104,149,180
2452,5,1.0000,1.0000,104,149,181
2453,7,1.0000,1.0000,103,147,182
2454,8,0.9874,0.9938,104,150,174
2455,9,1.0000,1.0000,104,148,173
2456,14,0.9731,0.9979,100,149,172
2457,5,1.0000,1.0000,102,150,173
2458,2,1.0000,1.0000,98,146,171
2459,13,1.0000,1.0000,105,153,176
2460,2,1.0000,1.0000,99,144,175
2461,4,1.0000,1.0000,100,144,175
2462,61,0.9873,0.9981,100,145,176
2463,2,1.0000,1.0000,100,145,175
2464,2,0.9721,0.9721,100,144,174
2465,3,1.0000,1.0000,97,143,174
2466,3,1.0000,1.0000,98,143,173
2467,38,0.9760,0.9933,98,143,174
2468,36,0.9627,0.9961,97,144,175
2469,33,0.9342,0.9849,97,145,176
2470,3,0.9837,0.9918,98,142,173
2471,5,1.0000,1.0000,101,150,176
2472,5,0.9689,0.9883,120,163,188
2473,4,0.9955,0.9985,109,156,187
2474,12,1.0000,1.0000,106,151,182
2475,17,0.9571,0.9944,108,152,182
2476,6,0.9933,0.9987,107,152,185
2477,22,0.9896,0.9995,105,150,179
2478,6,1.0000,1.0000,104,149,179
2479,4,1.0000,1.0000,103,147,179
2480,4,0.9687,0.9896,106,148,173
2481,2,1.0000,1.0000,105,150,173
2482,2,1.0000,1.0000,107,150,177
2483,5,1.0000,1.0000,101,148,173
2484,2,1.0000,1.0000,98,147,172
2485,2,0.9743,0.9743,96,145,170
2486,2,1.0000,1.0000,97,144,172
2487,6,0.9683,0.9890,99,144,175
2488,3,1.0000,1.0000,97,144,175
2489,2,1.0000,1.0000,97,143,175
2490,5,1.0000,1.0000,99,143,176
2491,4,1.0000,1.0000,97,141,170
2492,3,1.0000,1.0000,99,143,173
2493,5,1.0000,1.0000,99,143,175
2494,7,1.0000,1.0000,94,144,174
2495,4,1.0000,1.0000,96,141,172
2496,4,1.0000,1.0000,98,144,176
2497,2,1.0000,1.0000,98,145,176
2498,18,0.9838,0.9979,100,147,177
2499,8,0.9721,0.9960,101,149,175
2500,7,1.0000,1.0000,100,147,175
2501,4,0.9896,0.9949,103,150,176
2502,6,0.9324,0.9865,104,143,168
2503,9,0.8746,0.9843,102,143,168
2504,6,1.0000,1.0000,120,166,191
2505,3,1.0000,1.0000,119,164,193
2506,89,0.9848,0.9958,120,166,191
2507,5,1.0000,1.0000,120,165,195
2508,2,1.0000,1.0000,120,163,194
2509,2,1.0000,1.0000,113,159,187
2510,2,1.0000,1.0000,116,160,190
2511,10,1.0000,1.0000,114,159,189
2512,21,1.0000,1.0000,109,155,187
2513,6,1.0000,1.0000,112,157,188
2514,27,0.9660,0.9924,107,152,183
2515,2,1.0000,1.0000,107,151,183
2516,9,1.0000,1.0000,107,152,182
2517,7,1.0000,1.0000,107,152,183
2518,15,1.0000,1.0000,106,151,181
2519,6,1.0000,1.0000,105,150,181
2520,2,1.0000,1.0000,107,150,178
2521,2,1.0000,1.0000,107,148,174
2522,15,0.9393,0.9883,111,152,178
2523,12,1.0000,1.0000,107,149,174
2524,2,1.0000,1.0000,102,150,173
2525,7,0.9728,0.9926,97,144,170
2526,14,1.0000,1.0000,97,144,176
2527,8,1.0000,1.0000,97,141,169
2528,3,1.0000,1.0000,98,144,176
2529,11,1.0000,1.0000,104,149,177
2530,7,0.9757,0.9959,99,143,173
2531,3,1.0000,1.0000,97,143,166
2532,6,1.0000,1.0000,122,166,194
2533,3,0.9729,0.9865,114,163,189
2534,4,1.0000,1.0000,120,166,195
2535,12,1.0000,1.0000,116,161,190
2536,4,1.0000,1.0000,115,160,189
2537,9,1.0000,1.0000,108,153,182
2538,9,1.0000,1.0000,105,150,179
2539,10,1.0000,1.0000,103,148,178
2540,6,0.9704,0.9941,103,147,177
2541,10,0.9782,0.9970,102,147,180
2542,2,1.0000,1.0000,106,150,173
2543,3,0.9889,0.9944,110,150,176
2544,5,0.9558,0.9890,103,149,174
2545,3,0.9551,0.9579,98,144,170
2546,7,0.9837,0.9973,99,144,174
2547,65,0.9417,0.9986,101,146,175
2548,2,1.0000,1.0000,99,145,176
2549,2,1.0000,1.0000,99,142,171
2550,4,1.0000,1.0000,101,144,176
2551,3,0.9692,0.9846,98,144,175
2552,31,0.9496,0.9746,98,146,173
2553,2,1.0000,1.0000,101,146,176
2554,10,1.0000,1.0000,100,145,175
2555,2,1.0000,1.0000,100,145,175
2556,26,0.9286,0.9941,100,145,174
2557,17,0.9407,0.9891,101,147,174
2558,2,0.9852,0.9852,104,148,174
2559,3,1.0000,1.0000,101,143,168
2560,3,0.9624,0.9812,98,142,167
2561,3,1.0000,1.0000,97,142,166
2562,171,0.9563,0.9936,121,167,192
2563,2,0.9886,0.9886,115,163,194
2564,4,1.0000,1.0000,107,152,182
2565,2,1.0000,1.0000,107,153,183
2566,5,1.0000,1.0000,108,153,183
2567,8,1.0000,1.0000,106,151,180
2568,7,1.0000,1.0000,107,152,181
2569,9,1.0000,1.0000,102,147,178
2570,10,1.0000,1.0000,106,150,175
2571,3,1.0000,1.0000,107,150,175
2572,3,1.0000,1.0000,106,149,174
2573,35,0.9559,0.9954,105,150,175
2574,4,1.0000,1.0000,105,152,176
2575,26,1.0000,1.0000,104,150,174
2576,2,1.0000,1.0000,101,149,172
2577,2,0.9785,0.9785,99,144,172
2578,16,0.9927,0.9981,102,148,176
2579,8,0.9738,0.9930,101,145,176
2580,37,0.9032,0.9810,100,143,169
2581,3,0.9714,0.9769,98,142,169
2582,3,1.0000,1.0000,99,143,171
2583,14,1.0000,1.0000,99,144,173
2584,6,1.0000,1.0000,100,144,176
2585,15,1.0000,1.0000,102,147,176
2586,15,0.9401,0.9876,101,147,171
2587,12,0.9946,0.9976,103,150,175
2588,3,1.0000,1.0000,100,143,168
2589,12,0.9813,0.9941,114,162,192
2590,2,1.0000,1.0000,113,158,185
2591,6,0.9729,0.9901,108,154,182
2592,8,1.0000,1.0000,107,152,181
2593,14,0.9771,0.9971,107,153,180
2594,2,1.0000,1.0000,108,153,182
2595,5,1.0000,1.0000,106,151,178
2596,2,1.0000,1.0000,107,152,179
2597,2,1.0000,1.0000,108,154,181
2598,45,1.0000,1.0000,108,154,180
2599,19,0.9675,0.9967,109,151,176
2600,5,1.0000,1.0000,107,147,172
2601,4,1.0000,1.0000,106,147,172
2602,18,1.0000,1.0000,109,153,178
2603,2,1.0000,1.0000,110,153,179
2604,4,1.0000,1.0000,106,153,176
2605,4,1.0000,1.0000,97,144,174
2606,2,1.0000,1.0000,97,144,175
2607,8,0.9498,0.9803,100,143,170
2608,2,1.0000,1.0000,99,144,172
2609,2,1.0000,1.0000,101,145,175
2610,3,1.0000,1.0000,101,144,174
2611,4,0.9924,0.9975,103,145,175
2612,10,1.0000,1.0000,104,149,178
2613,11,1.0000,1.0000,104,149,178
2614,9,1.0000,1.0000,103,149,177
2615,18,0.9941,0.9990,103,150,173
2616,3,1.0000,1.0000,102,145,170
2617,35,0.9746,0.9909,123,168,193
2618,5,1.0000,1.0000,117,162,190
2619,40,0.9830,0.9989,116,162,189
2620,6,0.9965,0.9993,116,161,189
2621,3,1.0000,1.0000,113,159,189
2622,2,1.0000,1.0000,112,158,187
2623,34,0.9829,0.9991,113,160,188
2624,16,0.9976,0.9998,113,159,184
2625,2,1.0000,1.0000,109,154,184
2626,2,1.0000,1.0000,108,153,180
2627,2,1.0000,1.0000,107,152,180
2628,4,1.0000,1.0000,104,149,178
2629,3,1.0000,1.0000,107,153,180
2630,2,1.0000,1.0000,107,152,180
2631,2,1.0000,1.0000,109,151,175
2632,3,1.0000,1.0000,110,153,178
2633,14,0.9746,0.9910,108,152,177
2634,4,1.0000,1.0000,108,151,176
2635,6,1.0000,1.0000,106,152,176
2636,4,1.0000,1.0000,100,146,174
2637,2,0.9857,0.9857,100,145,174
2638,4,1.0000,1.0000,101,146,175
2639,18,0.9224,0.9758,98,143,171
2640,4,1.0000,1.0000,101,145,174
2641,5,1.0000,1.0000,106,151,182
2642,4,1.0000,1.0000,106,151,180
2643,3,1.0000,1.0000,104,150,177
2644,3,1.0000,1.0000,103,149,176
2645,3,0.9838,0.9919,100,144,170
2646,4,1.0000,1.0000,114,160,188
2647,12,1.0000,1.0000,121,166,193
2648,19,0.9867,0.9993,116,163,191
2649,41,0.9807,0.9991,114,160,185
2650,6,1.0000,1.0000,112,159,187
2651,2,1.0000,1.0000,112,158,184
2652,3,1.0000,1.0000,110,156,182
2653,3,1.0000,1.0000,111,156,183
2654,20,1.0000,1.0000,108,154,180
2655,10,0.9579,0.9953,106,152,179
2656,3,1.0000,1.0000,107,153,180
2657,21,0.9548,0.9898,106,152,178
2658,8,1.0000,1.0000,108,154,180
2659,2,1.0000,1.0000,102,147,176
2660,4,1.0000,1.0000,105,149,176
2661,7,1.0000,1.0000,109,150,175
2662,12,1.0000,1.0000,100,146,172
2663,8,1.0000,1.0000,101,147,173
2664,8,0.9597,0.9942,102,147,174
2665,11,0.9574,0.9922,101,147,173
2666,3,1.0000,1.0000,100,144,170
2667,3,1.0000,1.0000,101,146,173
2668,4,0.9621,0.9874,99,144,171
2669,2,1.0000,1.0000,99,143,172
2670,8,0.9912,0.9962,103,145,174
2671,13,0.9577,0.9937,105,150,177
2672,11,0.9816,0.9982,104,149,176
2673,2,1.0000,1.0000,102,147,173
2674,7,1.0000,1.0000,101,147,173
2675,10,0.9765,0.9950,125,172,197
2676,5,1.0000,1.0000,123,170,196
2677,5,1.0000,1.0000,115,161,187
2678,17,0.9956,0.9997,116,163,189
2679,3,1.0000,1.0000,108,154,180
2680,3,1.0000,1.0000,110,156,180
2681,3,1.0000,1.0000,111,157,182
2682,23,1.0000,1.0000,112,158,182
2683,9,1.0000,1.0000,112,158,183
2684,7,1.0000,1.0000,107,153,179
2685,6,1.0000,1.0000,107,153,179
2686,2,1.0000,1.0000,106,152,176
2687,9,0.9812,0.9888,106,151,176
2688,3,1.0000,1.0000,107,150,175
2689,9,1.0000,1.0000,108,150,175
2690,4,1.0000,1.0000,106,151,176
2691,19,1.0000,1.0000,106,150,175
2692,5,1.0000,1.0000,102,148,174
2693,2,1.0000,1.0000,99,144,169
2694,2,1.0000,1.0000,99,145,171
2695,36,0.9360,0.9747,103,148,171
2696,3,0.9551,0.9776,105,150,177
2697,2,1.0000,1.0000,106,151,180
2698,11,0.9561,0.9956,106,150,177
2699,2,1.0000,1.0000,103,149,174
2700,14,0.9869,0.9990,103,148,169
2701,2,1.0000,1.0000,103,149,172
2702,3,1.0000,1.0000,103,150,173
2703,4,1.0000,1.0000,122,168,191
2704,6,1.0000,1.0000,122,168,191
2705,2,1.0000,1.0000,124,169,193
2706,2,1.0000,1.0000,125,167,191
2707,2,1.0000,1.0000,114,162,188
2708,2,1.0000,1.0000,118,164,190
2709,2,1.0000,1.0000,116,162,189
2710,15,1.0000,1.0000,114,160,184
2711,2,1.0000,1.0000,111,157,183
2712,3,1.0000,1.0000,111,157,181
2713,19,0.9545,0.9890,108,154,178
2714,5,1.0000,1.0000,107,152,176
2715,3,1.0000,1.0000,110,151,176
2716,5,1.0000,1.0000,110,150,175
2717,4,0.9526,0.9842,111,154,179
2718,6,0.9603,0.9855,108,150,175
2719,16,0.9641,0.9899,106,150,175
2720,6,1.0000,1.0000,102,148,174
2721,3,0.9919,0.9959,102,148,175
2722,2,0.9651,0.9651,99,144,170
2723,2,1.0000,1.0000,99,144,172
2724,2,1.0000,1.0000,99,145,173
2725,5,0.9898,0.9949,99,146,174
2726,2,1.0000,1.0000,100,145,171
2727,3,1.0000,1.0000,107,148,174
2728,4,0.9612,0.9765,108,151,177
2729,28,0.9207,0.9971,107,153,177
2730,13,0.9613,0.9968,107,151,179
2731,3,1.0000,1.0000,106,150,176
2732,3,1.0000,1.0000,105,149,174
2733,72,0.8956,0.9860,107,153,177
2734,24,0.9761,0.9964,124,170,193
2735,30,0.9554,0.9938,119,165,189
2736,4,0.9877,0.9959,121,170,193
2737,3,1.0000,1.0000,125,169,193
2738,5,1.0000,1.0000,113,160,187
2739,2,1.0000,1.0000,116,165,191
2740,7,1.0000,1.0000,115,162,188
2741,2,1.0000,1.0000,118,164,189
2742,23,1.0000,1.0000,119,165,189
2743,11,0.9948,0.9993,115,162,188
2744,34,0.9749,0.9962,114,161,186
2745,7,1.0000,1.0000,113,160,185
2746,5,1.0000,1.0000,113,159,183
2747,6,1.0000,1.0000,111,157,181
2748,45,1.0000,1.0000,113,159,182
2749,2,1.0000,1.0000,112,158,182
2750,3,1.0000,1.0000,107,153,180
2751,12,0.9714,0.9886,109,155,180
2752,6,0.9728,0.9946,110,156,180
2753,2,1.0000,1.0000,110,156,180
2754,11,1.0000,1.0000,107,153,177
2755,3,1.0000,1.0000,110,151,175
2756,22,0.9958,0.9998,114,154,179
2757,12,0.9775,0.9916,114,155,180
2758,2,1.0000,1.0000,114,154,181
2759,2,1.0000,1.0000,110,152,178
2760,2,1.0000,1.0000,108,152,177
2761,13,1.0000,1.0000,107,151,176
2762,2,1.0000,1.0000,107,150,175
2763,3,1.0000,1.0000,103,149,173
2764,4,0.9537,0.9846,104,150,176
2765,7,1.0000,1.0000,102,148,173
2766,5,0.9589,0.9897,101,147,173
2767,7,1.0000,1.0000,102,146,170
2768,11,0.9410,0.9805,103,147,171
2769,5,0.9910,0.9955,103,148,172
2770,2,1.0000,1.0000,101,147,172
2771,4,1.0000,1.0000,101,147,170
2772,3,1.0000,1.0000,102,147,170
2773,6,1.0000,1.0000,99,145,172
2774,5,1.0000,1.0000,107,153,176
2775,4,1.0000,1.0000,107,149,174
2776,13,0.9546,0.9826,106,151,176
2777,3,0.9696,0.9696,104,149,173
2778,4,1.0000,1.0000,107,152,172
2779,5,0.9334,0.9537,103,150,171
2780,2,1.0000,1.0000,124,170,196
2781,4,1.0000,1.0000,126,172,195
2782,2,1.0000,1.0000,112,158,181
2783,14,1.0000,1.0000,111,157,180
2784,14,1.0000,1.0000,111,157,181
2785,12,1.0000,1.0000,108,154,178
2786,43,0.9755,0.9963,111,157,180
2787,3,1.0000,1.0000,111,158,179
2788,3,1.0000,1.0000,111,152,177
2789,13,0.9723,0.9909,111,153,177
2790,3,1.0000,1.0000,110,156,180
2791,10,0.9571,0.9952,110,156,179
2792,10,0.9822,0.9925,108,154,178
2793,6,1.0000,1.0000,109,153,178
2794,4,1.0000,1.0000,110,152,177
2795,4,1.0000,1.0000,109,152,177
2796,2,1.0000,1.0000,107,151,175
2797,2,1.0000,1.0000,105,150,175
2798,3,1.0000,1.0000,105,151,175
2799,52,0.9515,0.9964,106,152,176
2800,19,1.0000,1.0000,104,150,174
2801,2,1.0000,1.0000,101,146,170
2802,3,1.0000,1.0000,102,147,170
2803,4,0.9885,0.9962,103,147,171
2804,2,1.0000,1.0000,104,148,172
2805,18,1.0000,1.0000,102,148,172
2806,4,1.0000,1.0000,100,146,172
2807,3,1.0000,1.0000,103,147,172
2808,2,1.0000,1.0000,103,143,171
2809,7,1.0000,1.0000,109,153,176
2810,3,1.0000,1.0000,109,149,174
2811,16,0.9832,0.9989,108,155,179
2812,2,1.0000,1.0000,107,153,177
2813,15,0.9720,0.9919,107,152,179
2814,9,0.9557,0.9890,107,150,176
2815,4,1.0000,1.0000,105,150,174
2816,3,1.0000,1.0000,109,153,173
2817,4,1.0000,1.0000,108,153,183
2818,7,0.9922,0.9987,140,188,208
2819,15,0.9831,0.9977,116,162,187
2820,3,1.0000,1.0000,116,163,188
2821,7,1.0000,1.0000,115,162,188
2822,27,0.9784,0.9953,114,160,183
2823,47,1.0000,1.0000,115,161,184
2824,4,1.0000,1.0000,110,156,180
2825,14,1.0000,1.0000,111,157,180
2826,6,1.0000,1.0000,110,156,180
2827,5,1.0000,1.0000,109,155,179
2828,17,1.0000,1.0000,111,158,181
2829,3,1.0000,1.0000,109,155,179
2830,4,0.9771,0.9924,112,158,179
2831,14,0.9924,0.9988,112,159,182
2832,3,1.0000,1.0000,111,153,177
2833,2,1.0000,1.0000,110,153,176
2834,3,1.0000,1.0000,113,153,178
2835,16,0.9759,0.9936,106,149,174
2836,2,1.0000,1.0000,106,152,177
2837,2,1.0000,1.0000,103,149,174
2838,4,1.0000,1.0000,103,149,173
2839,3,1.0000,1.0000,104,146,170
2840,22,0.9866,0.9988,103,147,170
2841,2,1.0000,1.0000,103,147,170
2842,2,1.0000,1.0000,105,147,171
2843,4,1.0000,1.0000,105,148,171
2844,3,1.0000,1.0000,105,147,171
2845,10,0.9830,0.9981,104,149,172
2846,4,1.0000,1.0000,100,147,172
2847,5,0.9884,0.9971,102,148,172
2848,3,1.0000,1.0000,105,148,171
2849,10,0.9622,0.9855,108,151,174
2850,16,0.9735,0.9929,112,155,180
2851,7,0.9710,0.9903,112,153,180
2852,7,0.9659,0.9862,106,152,173
2853,5,0.9712,0.9928,107,150,174
2854,2,1.0000,1.0000,106,153,180
2855,2,1.0000,1.0000,126,172,194
2856,4,1.0000,1.0000,117,161,185
2857,5,0.9790,0.9947,115,161,182
2858,17,0.9762,0.9971,112,158,181
2859,9,1.0000,1.0000,108,153,177
2860,4,1.0000,1.0000,111,156,179
2861,2,1.0000,1.0000,111,154,177
2862,6,0.9887,0.9955,109,153,177
2863,5,0.9925,0.9981,110,153,177
2864,4,1.0000,1.0000,112,153,178
2865,3,0.9975,0.9987,114,155,179
2866,11,0.9373,0.9882,108,153,177
2867,9,1.0000,1.0000,110,153,178
2868,2,1.0000,1.0000,107,151,174
2869,4,1.0000,1.0000,106,151,175
2870,3,1.0000,1.0000,105,149,171
2871,41,0.9001,0.9911,105,150,173
2872,3,0.9795,0.9897,105,150,173
2873,3,1.0000,1.0000,105,150,172
2874,2,1.0000,1.0000,104,151,173
2875,5,1.0000,1.0000,107,153,174
2876,3,1.0000,1.0000,109,153,175
2877,7,1.0000,1.0000,107,152,176
2878,5,0.9731,0.9893,108,155,180
2879,4,1.0000,1.0000,112,154,181
2880,3,1.0000,1.0000,110,154,179
2881,3,0.9625,0.9813,105,155,178
2882,4,0.9865,0.9955,107,155,180
2883,18,0.9661,0.9901,107,154,181
2884,8,1.0000,1.0000,109,153,184
2885,37,0.9912,0.9991,142,188,208
2886,6,1.0000,1.0000,124,171,196
2887,5,0.9882,0.9971,122,170,196
2888,18,1.0000,1.0000,118,164,188
2889,12,1.0000,1.0000,117,164,188
2890,16,0.9826,0.9988,116,163,187
2891,30,0.9808,0.9985,116,161,184
2892,2,1.0000,1.0000,115,161,184
2893,8,1.0000,1.0000,113,159,181
2894,30,1.0000,1.0000,112,158,181
2895,2,1.0000,1.0000,108,154,178
2896,4,1.0000,1.0000,112,156,179
2897,3,1.0000,1.0000,112,159,182
2898,2,1.0000,1.0000,109,156,179
2899,5,1.0000,1.0000,112,153,177
2900,4,0.9962,0.9987,111,153,178
2901,2,1.0000,1.0000,111,153,178
2902,3,1.0000,1.0000,108,152,175
2903,2,1.0000,1.0000,106,151,174
2904,69,0.9644,0.9981,108,153,175
2905,6,0.8933,0.9664,105,148,170
2906,11,1.0000,1.0000,104,148,171
2907,3,1.0000,1.0000,107,151,173
2908,4,1.0000,1.0000,102,148,174
2909,2,1.0000,1.0000,106,148,171
2910,4,0.9669,0.9890,105,151,173
2911,9,1.0000,1.0000,108,153,175
2912,2,1.0000,1.0000,107,152,175
2913,2,1.0000,1.0000,107,154,178
2914,12,1.0000,1.0000,111,157,181
2915,5,0.9526,0.9882,111,154,179
2916,14,1.0000,1.0000,134,180,203
2917,3,1.0000,1.0000,124,170,196
2918,3,1.0000,1.0000,123,170,193
2919,8,0.9803,0.9927,117,164,188
2920,31,0.9703,0.9955,115,165,186
2921,2,1.0000,1.0000,115,164,187
2922,5,1.0000,1.0000,115,162,184
2923,3,1.0000,1.0000,114,160,183
2924,7,1.0000,1.0000,114,160,184
2925,2,1.0000,1.0000,112,158,182
2926,3,1.0000,1.0000,109,154,178
2927,2,1.0000,1.0000,110,154,178
2928,4,1.0000,1.0000,112,156,180
2929,4,1.0000,1.0000,109,158,179
2930,11,0.9724,0.9926,110,154,178
2931,2,1.0000,1.0000,114,153,178
2932,3,1.0000,1.0000,112,153,176
2933,5,0.9945,0.9986,111,154,178
2934,7,0.9646,0.9887,109,151,176
2935,11,1.0000,1.0000,106,151,174
2936,11,1.0000,1.0000,107,152,175
2937,3,0.9603,0.9801,108,151,173
2938,7,0.9415,0.9902,105,151,174
2939,4,0.9601,0.9734,106,152,175
2940,2,1.0000,1.0000,105,148,172
2941,7,0.9520,0.9707,107,149,172
2942,6,1.0000,1.0000,106,152,174
2943,2,1.0000,1.0000,107,153,175
2944,49,0.9404,0.9849,108,154,179
2945,2,1.0000,1.0000,107,154,178
2946,3,1.0000,1.0000,123,170,194
2947,50,1.0000,1.0000,125,171,194
2948,98,0.9819,0.9980,123,168,191
2949,3,1.0000,1.0000,121,167,190
2950,3,1.0000,1.0000,112,158,181
2951,7,1.0000,1.0000,112,159,181
2952,8,1.0000,1.0000,111,159,181
2953,2,1.0000,1.0000,111,158,180
2954,3,1.0000,1.0000,113,156,180
2955,46,0.9827,0.9960,112,159,181
2956,2,1.0000,1.0000,109,159,181
2957,5,1.0000,1.0000,109,157,178
2958,4,0.9980,0.9993,119,155,179
2959,4,1.0000,1.0000,118,156,179
2960,70,0.9696,0.9913,113,157,179
2961,3,1.0000,1.0000,112,154,176
2962,7,0.9786,0.9964,111,157,178
2963,4,0.9667,0.9889,109,153,176
2964,2,0.9812,0.9812,106,151,176
2965,7,1.0000,1.0000,106,152,175
2966,20,0.9307,0.9961,108,152,174
2967,26,1.0000,1.0000,109,155,176
