ClusterID,NumPixel,minSimilarity,AvgSimilarity, AvgR,AvgG,AvgB
1640,2,0.9879,0.9879,101,148,177
1641,2,1.0000,1.0000,101,148,182
1642,35,0.9256,0.9882,105,146,182
1643,2,0.9817,0.9817,99,146,180
1644,2,1.0000,1.0000,99,146,183
1645,4,0.9907,0.9938,98,144,183
1646,2,0.9892,0.9892,98,144,182
1647,2,1.0000,1.0000,98,147,183
1648,13,0.9573,0.9786,98,147,181
1649,2,1.0000,1.0000,99,142,175
1650,34,0.9004,0.9736,95,141,175
1651,3,0.9945,0.9972,93,142,180
1652,7,0.9933,0.9954,91,143,180
1653,3,0.9928,0.9938,92,143,180
1654,14,0.9836,0.9953,94,143,180
1655,2,0.9836,0.9836,92,143,178
1656,9,0.9699,0.9924,97,144,178
1657,4,0.8879,0.9526,115,108,106
1658,3,0.9703,0.9852,93,79,79
1659,2,1.0000,1.0000,96,84,84
1660,3,0.9782,0.9782,93,129,154
1661,9,0.9247,0.9576,92,131,161
1662,2,1.0000,1.0000,84,130,163
1663,2,1.0000,1.0000,84,130,166
1664,3,0.9885,0.9929,85,131,164
1665,11,0.9819,0.9945,85,131,163
1666,21,0.9667,0.9931,88,131,162
1667,2,0.9786,0.9786,87,129,157
1668,2,0.9727,0.9727,90,129,156
1669,6,1.0000,1.0000,91,130,159
1670,3,0.9942,0.9971,84,135,165
1671,52,0.9043,0.9787,86,134,166
1672,9,0.9896,0.9956,88,133,166
1673,2,1.0000,1.0000,92,134,164
1674,3,0.9813,0.9906,91,135,167
1675,3,1.0000,1.0000,88,137,169
1676,3,1.0000,1.0000,93,142,171
1677,20,0.9807,0.9980,124,172,205
1678,3,0.9402,0.9575,109,156,186
1679,6,0.9849,0.9970,109,155,183
1680,2,1.0000,1.0000,103,152,177
1681,2,1.0000,1.0000,105,152,177
1682,2,1.0000,1.0000,103,148,179
1683,10,0.9820,0.9888,105,147,182
1684,10,0.9207,0.9762,97,146,175
1685,2,1.0000,1.0000,97,141,175
1686,3,1.0000,1.0000,97,143,176
1687,5,0.9840,0.9938,91,141,175
1688,3,1.0000,1.0000,92,138,175
1689,3,1.0000,1.0000,98,139,178
1690,4,0.9914,0.9971,97,139,174
1691,8,0.9537,0.9654,94,141,169
1692,2,0.9764,0.9764,95,140,164
1693,5,0.9421,0.9751,70,90,103
1694,4,0.9899,0.9966,62,60,65
1695,11,0.9742,0.9931,67,62,67
1696,10,0.9790,0.9897,86,86,81
1697,13,1.0000,1.0000,90,89,85
1698,3,1.0000,1.0000,86,83,79
1699,2,1.0000,1.0000,87,85,81
1700,11,0.9148,0.9705,100,96,93
1701,2,1.0000,1.0000,131,121,120
1702,2,1.0000,1.0000,122,117,114
1703,115,0.5190,0.9744,234,237,234
1704,2,1.0000,1.0000,131,156,176
1705,2,1.0000,1.0000,98,129,155
1706,3,1.0000,1.0000,93,130,155
1707,6,0.9811,0.9946,86,131,164
1708,10,0.9901,0.9982,93,131,164
1709,14,0.9779,0.9963,93,130,162
1710,3,0.9697,0.9849,92,130,157
1711,9,0.9942,0.9993,89,130,161
1712,2,0.9755,0.9755,85,134,164
1713,8,1.0000,1.0000,94,143,171
1714,2,1.0000,1.0000,94,143,174
1715,59,0.9734,0.9970,114,159,192
1716,3,0.9922,0.9961,108,158,191
1717,2,0.9855,0.9855,111,154,190
1718,8,0.9348,0.9736,107,152,178
1719,2,1.0000,1.0000,108,152,174
1720,2,0.9871,0.9871,101,150,175
1721,2,1.0000,1.0000,105,150,177
1722,3,0.9575,0.9788,105,150,179
1723,5,0.9777,0.9833,105,150,182
1724,16,0.9888,0.9984,94,143,176
1725,3,0.9370,0.9685,99,142,175
1726,12,0.9381,0.9830,95,139,174
1727,3,1.0000,1.0000,98,139,174
1728,13,0.9786,0.9928,94,143,173
1729,2,1.0000,1.0000,95,140,167
1730,4,1.0000,1.0000,90,86,83
1731,2,1.0000,1.0000,87,83,80
1732,2,1.0000,1.0000,114,110,107
1733,2,0.9929,0.9929,138,134,131
1734,2,0.8942,0.8942,180,181,176
1735,5,1.0000,1.0000,101,130,155
1736,2,1.0000,1.0000,95,130,155
1737,28,0.9479,0.9901,89,134,166
1738,3,1.0000,1.0000,85,130,166
1739,8,1.0000,1.0000,86,133,167
1740,5,1.0000,1.0000,91,130,161
1741,17,0.9689,0.9924,89,133,166
1742,3,0.9798,0.9899,90,137,169
1743,2,1.0000,1.0000,111,155,193
1744,4,0.9722,0.9760,109,157,189
1745,6,0.9788,0.9903,107,154,187
1746,2,1.0000,1.0000,105,154,174
1747,2,1.0000,1.0000,104,151,175
1748,2,0.9812,0.9812,107,147,181
1749,35,0.8534,0.9729,105,147,174
1750,27,0.9486,0.9929,99,144,174
1751,4,0.9719,0.9864,99,144,176
1752,2,1.0000,1.0000,97,143,176
1753,3,1.0000,1.0000,95,143,175
1754,7,0.9298,0.9772,99,142,173
1755,6,0.9302,0.9717,96,142,173
1756,2,0.9698,0.9698,96,144,175
1757,3,0.9548,0.9663,97,144,174
1758,3,0.9474,0.9737,95,140,166
1759,2,0.8663,0.8663,95,137,157
1760,4,0.7228,0.8705,88,89,84
1761,2,0.9936,0.9936,92,90,87
1762,3,1.0000,1.0000,92,93,88
1763,3,0.9859,0.9920,95,93,89
1764,3,0.9827,0.9913,110,105,102
1765,2,0.9873,0.9873,145,140,137
1766,3,0.7332,0.7602,179,174,171
1767,5,0.9670,0.9918,141,162,183
1768,2,1.0000,1.0000,104,130,155
1769,7,0.9833,0.9889,95,132,160
1770,5,0.9665,0.9864,87,130,165
1771,4,1.0000,1.0000,90,134,166
1772,45,0.9448,0.9893,88,134,167
1773,10,1.0000,1.0000,91,137,170
1774,10,0.9894,0.9981,93,132,164
1775,3,0.9887,0.9943,86,135,168
1776,19,0.9495,0.9781,86,136,173
1777,7,1.0000,1.0000,89,138,173
1778,10,0.9756,0.9955,90,138,170
1779,5,1.0000,1.0000,94,143,170
1780,12,1.0000,1.0000,90,142,168
1781,2,1.0000,1.0000,123,172,204
1782,7,0.9842,0.9922,107,157,192
1783,5,0.9945,0.9986,106,155,192
1784,90,0.9566,0.9914,109,156,189
1785,5,0.9796,0.9920,107,154,185
1786,4,0.9646,0.9775,106,154,183
1787,43,0.9715,0.9959,106,154,187
1788,3,0.9962,0.9981,104,153,187
1789,2,0.9956,0.9956,104,151,186
1790,16,0.9810,0.9967,102,151,185
1791,8,0.9686,0.9873,105,151,182
1792,24,0.9736,0.9913,105,151,178
1793,2,0.9711,0.9711,105,147,177
1794,7,1.0000,1.0000,106,147,174
1795,2,1.0000,1.0000,97,141,172
1796,9,0.9395,0.9737,99,142,172
1797,2,1.0000,1.0000,99,143,174
1798,2,1.0000,1.0000,99,143,175
1799,7,0.9005,0.9834,99,144,175
1800,3,1.0000,1.0000,99,144,176
1801,5,0.9820,0.9955,97,144,176
1802,8,1.0000,1.0000,95,144,176
1803,35,0.9364,0.9841,99,143,176
1804,19,0.9378,0.9826,95,143,168
1805,13,0.9473,0.9885,96,145,168
1806,3,0.9765,0.9802,95,142,173
1807,2,1.0000,1.0000,93,110,119
1808,2,1.0000,1.0000,77,74,81
1809,2,1.0000,1.0000,78,80,87
1810,2,0.9308,0.9308,125,126,121
1811,3,0.9878,0.9878,155,168,165
1812,5,0.8252,0.8994,160,176,184
1813,7,0.8655,0.9419,194,207,207
1814,10,0.9695,0.9832,209,222,226
1815,8,0.6625,0.8709,102,132,160
1816,53,0.6432,0.9413,97,137,166
1817,8,0.9836,0.9945,88,134,166
1818,5,1.0000,1.0000,90,134,163
1819,23,0.9749,0.9943,91,135,166
1820,4,0.9766,0.9922,90,133,166
1821,4,0.9868,0.9934,89,132,164
1822,2,0.9874,0.9874,90,130,162
1823,2,1.0000,1.0000,88,140,170
1824,4,1.0000,1.0000,92,141,170
1825,27,0.9818,0.9959,128,175,207
1826,8,1.0000,1.0000,108,157,189
1827,5,0.9760,0.9886,107,155,189
1828,8,0.9974,0.9989,102,152,186
1829,2,1.0000,1.0000,110,152,179
1830,2,1.0000,1.0000,109,152,179
1831,4,1.0000,1.0000,107,152,177
1832,2,1.0000,1.0000,106,148,174
1833,5,0.9619,0.9817,106,147,172
1834,3,0.9362,0.9681,104,147,173
1835,2,1.0000,1.0000,104,146,172
1836,3,1.0000,1.0000,100,144,172
1837,5,0.9670,0.9837,99,144,180
1838,2,1.0000,1.0000,100,144,175
1839,2,1.0000,1.0000,98,139,162
1840,2,0.8956,0.8956,98,138,158
1841,3,0.9901,0.9915,80,78,84
1842,2,1.0000,1.0000,86,85,90
1843,2,1.0000,1.0000,87,89,97
1844,9,0.9636,0.9933,80,82,89
1845,2,1.0000,1.0000,76,86,81
1846,2,0.9356,0.9356,105,131,126
1847,2,0.7085,0.7085,105,135,157
1848,4,1.0000,1.0000,109,139,160
1849,2,1.0000,1.0000,111,139,160
1850,3,0.9469,0.9702,121,140,160
1851,3,0.9242,0.9546,128,142,163
1852,2,0.9904,0.9904,87,134,166
1853,4,0.9752,0.9917,89,135,166
1854,44,0.9792,0.9940,88,133,163
1855,9,0.9756,0.9882,87,132,163
1856,4,1.0000,1.0000,87,130,161
1857,5,0.9935,0.9984,89,135,166
1858,7,0.9955,0.9985,89,139,170
1859,3,0.9905,0.9953,91,137,175
1860,2,1.0000,1.0000,92,139,170
1861,4,0.9540,0.9847,93,143,165
1862,21,0.9765,0.9953,111,157,190
1863,2,0.9824,0.9824,97,145,178
1864,9,0.9504,0.9749,95,143,175
1865,2,1.0000,1.0000,96,146,169
1866,12,0.9235,0.9648,98,142,168
1867,3,0.9454,0.9727,93,132,155
1868,3,1.0000,1.0000,96,139,162
1869,17,0.9558,0.9879,97,141,168
1870,4,1.0000,1.0000,98,142,167
1871,7,0.7898,0.9516,89,129,157
1872,2,1.0000,1.0000,87,126,155
1873,4,0.9055,0.9449,83,119,148
1874,2,1.0000,1.0000,75,104,133
1875,3,0.9336,0.9668,78,94,121
1876,2,0.8918,0.8918,100,122,148
1877,2,0.7496,0.7496,105,131,151
1878,3,0.9736,0.9868,208,225,225
1879,3,1.0000,1.0000,205,225,229
1880,3,0.9546,0.9670,93,133,164
1881,56,0.8517,0.9700,94,137,170
1882,5,0.9493,0.9774,92,136,165
1883,7,1.0000,1.0000,88,133,166
1884,7,0.9638,0.9893,88,135,167
1885,2,0.9867,0.9867,90,132,164
1886,2,1.0000,1.0000,89,135,168
1887,8,0.9801,0.9924,90,136,167
1888,5,0.9648,0.9869,90,136,167
1889,2,1.0000,1.0000,89,135,166
1890,2,1.0000,1.0000,88,140,171
1891,2,0.9896,0.9896,92,137,175
1892,2,1.0000,1.0000,92,137,169
1893,7,0.9561,0.9849,91,137,172
1894,2,1.0000,1.0000,91,136,173
1895,4,1.0000,1.0000,91,136,168
1896,2,1.0000,1.0000,90,138,168
1897,2,0.9304,0.9304,94,138,169
1898,2,0.9761,0.9761,94,143,165
1899,3,1.0000,1.0000,91,142,165
1900,12,0.9895,0.9955,108,156,189
1901,3,1.0000,1.0000,105,154,186
1902,11,1.0000,1.0000,104,153,186
1903,2,0.9917,0.9917,106,150,177
1904,6,0.9804,0.9961,106,149,177
1905,3,0.9633,0.9817,106,147,174
1906,2,1.0000,1.0000,109,149,175
1907,5,0.9863,0.9943,104,149,178
1908,4,0.9679,0.9893,100,144,173
1909,3,0.9425,0.9487,100,146,176
1910,5,0.9488,0.9793,101,146,178
1911,9,0.9821,0.9959,99,146,182
1912,5,0.9903,0.9976,97,146,180
1913,2,1.0000,1.0000,97,146,177
1914,9,0.9865,0.9949,100,147,180
1915,2,1.0000,1.0000,98,146,169
1916,2,1.0000,1.0000,96,145,174
1917,3,1.0000,1.0000,96,144,172
1918,2,1.0000,1.0000,98,144,172
1919,4,1.0000,1.0000,96,142,167
1920,4,1.0000,1.0000,98,142,169
1921,22,0.8976,0.9782,98,139,169
1922,3,1.0000,1.0000,95,134,163
1923,6,1.0000,1.0000,94,133,162
1924,3,0.9739,0.9869,98,137,166
1925,2,1.0000,1.0000,99,138,167
1926,5,0.5642,0.7838,101,130,155
1927,9,0.5185,0.8124,103,140,160
1928,4,0.8929,0.9128,107,141,161
1929,2,0.9171,0.9171,109,142,164
1930,8,0.8341,0.9471,114,144,165
1931,2,1.0000,1.0000,130,153,165
1932,3,1.0000,1.0000,128,157,171
1933,4,0.7512,0.8943,119,143,165
1934,4,0.7551,0.9184,138,162,172
1935,2,1.0000,1.0000,157,180,188
1936,2,1.0000,1.0000,157,177,186
1937,4,0.9952,0.9984,170,187,195
1938,2,0.9818,0.9818,176,190,195
1939,2,1.0000,1.0000,208,221,227
1940,3,1.0000,1.0000,201,218,225
1941,3,1.0000,1.0000,112,139,165
1942,2,1.0000,1.0000,105,139,165
1943,2,0.9689,0.9689,96,138,168
1944,2,1.0000,1.0000,95,133,164
1945,2,0.9793,0.9793,94,134,165
1946,3,1.0000,1.0000,89,137,167
1947,14,0.9611,0.9854,95,138,167
1948,7,1.0000,1.0000,93,138,167
1949,4,1.0000,1.0000,91,138,169
1950,27,0.9937,0.9990,91,136,167
1951,2,1.0000,1.0000,91,138,169
1952,21,0.9912,0.9991,94,139,170
1953,11,0.9576,0.9926,93,140,171
1954,2,1.0000,1.0000,90,140,171
1955,4,1.0000,1.0000,91,140,172
1956,3,0.9843,0.9921,91,139,173
1957,2,0.9881,0.9881,92,137,173
1958,15,1.0000,1.0000,92,137,168
1959,2,1.0000,1.0000,91,136,169
1960,17,0.9460,0.9761,96,139,169
1961,5,0.9703,0.9853,95,143,165
1962,6,1.0000,1.0000,93,145,168
1963,35,1.0000,1.0000,113,159,192
1964,4,0.9489,0.9830,108,149,179
1965,7,1.0000,1.0000,109,150,180
1966,19,0.9891,0.9970,105,150,180
1967,3,1.0000,1.0000,105,150,179
1968,4,1.0000,1.0000,101,146,182
1969,105,0.9404,0.9912,103,149,181
1970,11,0.9856,0.9950,97,143,176
1971,2,1.0000,1.0000,97,144,175
1972,2,1.0000,1.0000,100,144,175
1973,4,1.0000,1.0000,101,144,175
1974,6,1.0000,1.0000,101,146,175
1975,6,1.0000,1.0000,99,145,175
1976,2,1.0000,1.0000,97,145,175
1977,2,1.0000,1.0000,96,145,175
1978,2,1.0000,1.0000,96,144,174
1979,3,1.0000,1.0000,98,144,171
1980,8,0.9402,0.9773,97,143,168
1981,6,0.9366,0.9873,99,138,167
1982,4,0.9725,0.9908,99,139,168
1983,10,0.9488,0.9868,98,138,168
1984,2,0.9378,0.9378,100,141,168
1985,2,1.0000,1.0000,100,140,167
1986,6,1.0000,1.0000,101,140,165
1987,4,0.4431,0.7680,104,142,164
1988,3,0.9553,0.9574,115,145,163
1989,2,0.9340,0.9340,110,145,161
1990,2,0.8519,0.8519,107,141,164
1991,2,1.0000,1.0000,107,141,168
1992,4,0.9164,0.9462,123,149,168
1993,2,1.0000,1.0000,113,146,168
1994,2,1.0000,1.0000,116,151,171
1995,4,0.8326,0.9412,118,143,165
1996,5,0.9443,0.9861,115,142,164
1997,2,0.9673,0.9673,113,140,164
1998,4,1.0000,1.0000,103,139,165
1999,7,0.9711,0.9911,95,134,164
2000,14,0.8414,0.9762,95,137,166
2001,29,1.0000,1.0000,92,139,169
2002,4,1.0000,1.0000,91,138,168
2003,3,1.0000,1.0000,92,138,169
2004,30,1.0000,1.0000,95,140,171
2005,49,0.9433,0.9978,96,142,173
2006,3,0.9152,0.9384,95,136,169
2007,4,1.0000,1.0000,97,143,168
2008,2,0.9895,0.9895,96,143,165
2009,2,1.0000,1.0000,93,145,165
2010,2,1.0000,1.0000,116,162,195
2011,12,1.0000,1.0000,115,161,194
2012,11,1.0000,1.0000,114,160,193
2013,7,1.0000,1.0000,111,157,190
2014,2,1.0000,1.0000,108,157,189
2015,2,1.0000,1.0000,103,151,182
2016,2,1.0000,1.0000,106,149,179
2017,2,1.0000,1.0000,100,145,175
2018,33,1.0000,1.0000,105,150,181
2019,9,0.9916,0.9990,103,147,182
2020,12,0.9787,0.9945,98,146,180
2021,4,1.0000,1.0000,101,148,181
2022,12,0.9819,0.9984,101,145,175
2023,41,0.9671,0.9949,98,144,176
2024,3,1.0000,1.0000,96,142,168
2025,4,0.9458,0.9819,96,142,169
2026,4,0.8812,0.9403,99,142,167
2027,24,0.7582,0.9486,98,141,168
2028,2,1.0000,1.0000,99,142,161
2029,2,0.8201,0.8201,99,142,165
2030,4,0.8356,0.9452,107,142,165
2031,6,0.5250,0.7311,105,143,164
2032,3,1.0000,1.0000,104,141,168
2033,4,0.8161,0.8921,104,145,168
2034,2,0.8843,0.8843,108,145,168
2035,2,1.0000,1.0000,108,140,168
2036,3,0.8591,0.9296,107,142,165
2037,2,0.9804,0.9804,107,140,165
2038,3,1.0000,1.0000,106,140,165
2039,2,0.8928,0.8928,106,139,162
2040,3,0.8419,0.9210,104,139,162
2041,15,0.9817,0.9956,92,137,169
2042,5,1.0000,1.0000,92,135,167
2043,2,1.0000,1.0000,92,138,169
2044,9,0.9626,0.9837,92,138,168
2045,4,1.0000,1.0000,91,137,169
2046,5,0.9855,0.9927,90,136,169
2047,9,0.9923,0.9990,89,136,164
2048,10,0.9791,0.9916,91,137,163
2049,3,1.0000,1.0000,96,139,173
2050,15,0.9650,0.9874,97,140,172
2051,16,0.9626,0.9935,97,142,171
2052,4,1.0000,1.0000,98,143,168
2053,2,1.0000,1.0000,97,144,166
2054,4,0.9561,0.9731,96,144,165
2055,7,0.9498,0.9841,96,146,165
2056,2,0.9592,0.9592,95,145,165
2057,17,1.0000,1.0000,112,158,191
2058,4,0.9908,0.9969,108,156,189
2059,6,0.9780,0.9868,103,151,183
2060,2,1.0000,1.0000,103,151,180
2061,9,0.9777,0.9935,104,150,182
2062,8,1.0000,1.0000,105,150,182
2063,6,0.9876,0.9952,102,147,178
2064,3,1.0000,1.0000,101,144,174
2065,9,0.9668,0.9780,98,145,177
2066,4,0.9848,0.9949,96,144,177
2067,7,0.9748,0.9958,98,143,172
2068,4,1.0000,1.0000,98,143,171
2069,17,0.9396,0.9627,97,143,174
2070,5,1.0000,1.0000,98,142,171
2071,12,1.0000,1.0000,99,141,171
2072,3,0.9484,0.9608,100,148,172
2073,10,0.7976,0.9016,97,143,170
2074,4,0.7844,0.8689,100,143,171
2075,2,1.0000,1.0000,105,142,174
2076,4,0.8289,0.9430,99,142,174
2077,2,1.0000,1.0000,102,141,170
2078,158,0.6964,0.9648,97,143,178
2079,3,0.9819,0.9910,101,145,175
2080,3,0.9214,0.9607,101,145,172
2081,6,0.7485,0.8714,98,140,169
2082,2,0.5907,0.5907,102,140,166
2083,4,0.9590,0.9863,104,140,166
2084,2,1.0000,1.0000,104,140,165
2085,75,0.9372,0.9936,91,140,169
2086,12,0.9662,0.9948,91,139,169
2087,43,1.0000,1.0000,94,141,171
2088,2,1.0000,1.0000,93,140,170
2089,8,0.9494,0.9928,95,140,171
2090,49,0.9912,0.9996,96,141,172
2091,3,1.0000,1.0000,93,138,169
2092,2,1.0000,1.0000,98,143,171
2093,7,0.9788,0.9894,97,147,169
2094,54,0.9556,0.9939,106,152,184
2095,13,0.9923,0.9981,104,151,184
2096,2,1.0000,1.0000,105,150,184
2097,4,1.0000,1.0000,104,147,181
2098,17,0.9344,0.9838,103,146,177
2099,2,1.0000,1.0000,105,144,176
2100,14,1.0000,1.0000,101,143,174
2101,2,0.9930,0.9930,97,141,175
2102,2,1.0000,1.0000,99,149,176
2103,2,1.0000,1.0000,98,141,171
2104,2,0.9056,0.9056,98,140,169
2105,3,1.0000,1.0000,99,140,166
2106,19,0.8603,0.9723,96,140,173
2107,5,0.9528,0.9832,96,140,175
2108,9,1.0000,1.0000,96,137,167
2109,2,1.0000,1.0000,96,137,165
2110,3,1.0000,1.0000,96,139,168
2111,8,0.9558,0.9811,94,139,169
2112,4,1.0000,1.0000,92,137,169
2113,5,0.9850,0.9922,90,136,166
2114,9,1.0000,1.0000,92,137,168
2115,9,0.9921,0.9990,96,141,173
2116,2,1.0000,1.0000,98,139,171
2117,4,0.9339,0.9780,97,142,166
2118,6,0.9211,0.9842,101,146,167
2119,42,1.0000,1.0000,118,164,197
2120,35,1.0000,1.0000,115,161,194
2121,58,0.9353,0.9937,109,155,187
2122,6,0.9913,0.9983,103,153,185
2123,2,1.0000,1.0000,107,152,182
2124,4,1.0000,1.0000,101,145,178
2125,20,0.8646,0.9719,101,145,177
2126,12,1.0000,1.0000,98,141,173
2127,6,0.9832,0.9966,100,141,171
2128,5,1.0000,1.0000,99,141,172
2129,16,0.9887,0.9970,98,141,172
2130,10,0.9924,0.9983,98,141,175
2131,10,1.0000,1.0000,96,137,168
2132,2,1.0000,1.0000,96,138,168
2133,17,0.9406,0.9859,97,138,167
2134,4,0.9820,0.9880,97,139,168
2135,4,1.0000,1.0000,94,139,170
2136,2,1.0000,1.0000,92,137,168
2137,2,1.0000,1.0000,93,138,169
2138,5,1.0000,1.0000,91,138,167
2139,30,0.9912,0.9997,94,139,170
2140,2,1.0000,1.0000,91,139,167
2141,4,1.0000,1.0000,98,141,171
2142,16,0.7345,0.9467,96,141,166
2143,5,0.9450,0.9725,102,147,169
2144,12,1.0000,1.0000,123,168,197
2145,11,1.0000,1.0000,119,165,198
2146,33,1.0000,1.0000,114,160,193
2147,21,0.9745,0.9978,114,160,193
2148,3,1.0000,1.0000,117,161,193
2149,7,0.9813,0.9969,106,151,185
2150,9,0.9871,0.9984,107,152,183
2151,2,1.0000,1.0000,108,152,184
2152,9,1.0000,1.0000,105,150,182
2153,7,0.9710,0.9890,105,149,181
2154,3,0.9881,0.9941,104,146,177
2155,22,0.9623,0.9860,104,147,181
2156,3,1.0000,1.0000,101,146,179
2157,5,1.0000,1.0000,102,145,177
2158,4,0.9834,0.9945,97,142,172
2159,4,1.0000,1.0000,94,139,172
2160,3,1.0000,1.0000,96,140,168
2161,5,1.0000,1.0000,94,139,171
2162,5,0.9815,0.9954,93,137,168
2163,4,1.0000,1.0000,94,138,168
2164,2,1.0000,1.0000,94,140,169
2165,14,0.9180,0.9877,94,140,169
2166,2,1.0000,1.0000,93,138,167
2167,13,0.9498,0.9901,98,143,173
2168,4,1.0000,1.0000,98,146,172
2169,4,0.9429,0.9638,107,146,169
2170,2,1.0000,1.0000,99,147,170
2171,12,1.0000,1.0000,116,162,195
2172,7,0.9813,0.9947,109,154,186
2173,3,0.9918,0.9959,103,153,186
2174,8,0.9776,0.9942,105,149,183
2175,7,1.0000,1.0000,101,149,182
2176,3,1.0000,1.0000,102,143,174
2177,13,0.9863,0.9954,105,147,179
2178,9,0.9730,0.9881,103,149,184
2179,4,0.9783,0.9863,102,148,182
2180,7,0.9828,0.9971,102,145,180
2181,2,1.0000,1.0000,100,141,172
2182,3,1.0000,1.0000,97,142,175
2183,5,0.9843,0.9961,102,142,175
2184,9,0.9375,0.9846,97,140,167
2185,5,1.0000,1.0000,93,139,172
2186,2,1.0000,1.0000,93,137,170
2187,5,1.0000,1.0000,91,142,173
2188,17,0.9272,0.9766,93,141,171
2189,7,0.9924,0.9987,93,139,170
2190,6,0.9816,0.9897,97,142,173
2191,2,0.9712,0.9712,98,143,171
2192,4,1.0000,1.0000,95,143,168
2193,9,0.9514,0.9881,105,147,172
2194,4,0.9892,0.9964,122,168,201
2195,3,1.0000,1.0000,117,163,196
2196,5,1.0000,1.0000,114,160,193
2197,14,0.9741,0.9951,114,159,189
2198,7,1.0000,1.0000,109,154,185
2199,13,1.0000,1.0000,109,153,188
2200,10,1.0000,1.0000,109,152,183
2201,9,1.0000,1.0000,107,152,185
2202,9,1.0000,1.0000,106,150,185
2203,4,1.0000,1.0000,105,150,183
2204,3,1.0000,1.0000,102,147,180
2205,13,1.0000,1.0000,102,147,178
2206,4,1.0000,1.0000,100,144,177
2207,3,1.0000,1.0000,101,145,177
2208,29,1.0000,1.0000,102,147,180
2209,11,0.9243,0.9924,101,145,177
2210,2,0.9792,0.9792,101,142,173
2211,5,1.0000,1.0000,97,140,172
2212,4,1.0000,1.0000,100,142,175
2213,2,1.0000,1.0000,100,144,175
2214,2,1.0000,1.0000,98,143,182
2215,4,0.9653,0.9792,100,143,182
2216,4,0.9878,0.9959,102,143,179
2217,32,0.9383,0.9742,103,147,175
2218,2,0.9629,0.9629,97,142,175
2219,11,0.9328,0.9902,97,142,172
2220,2,1.0000,1.0000,103,143,172
2221,2,1.0000,1.0000,103,142,172
2222,2,1.0000,1.0000,99,142,175
2223,2,0.9873,0.9873,99,141,172
2224,12,1.0000,1.0000,99,141,169
2225,2,1.0000,1.0000,95,138,168
2226,3,1.0000,1.0000,96,140,169
2227,12,1.0000,1.0000,96,143,173
2228,19,0.9970,0.9995,94,140,171
2229,33,1.0000,1.0000,98,144,175
2230,2,1.0000,1.0000,99,143,174
2231,4,1.0000,1.0000,99,144,175
2232,14,1.0000,1.0000,101,144,176
2233,2,0.9807,0.9807,95,143,171
2234,2,0.9354,0.9354,103,141,167
2235,7,1.0000,1.0000,108,148,172
2236,18,1.0000,1.0000,121,167,200
2237,5,1.0000,1.0000,110,154,185
2238,3,0.9976,0.9976,103,152,183
2239,23,0.9747,0.9863,113,154,183
2240,3,1.0000,1.0000,105,149,183
2241,3,0.9775,0.9887,109,147,178
2242,3,0.9753,0.9784,103,149,184
2243,2,1.0000,1.0000,109,149,182
2244,72,0.9621,0.9905,105,150,184
2245,10,0.9951,0.9995,102,148,180
2246,20,1.0000,1.0000,101,146,177
2247,28,1.0000,1.0000,101,146,178
2248,12,1.0000,1.0000,93,138,171
2249,11,0.9588,0.9915,99,142,175
2250,72,0.8964,0.9695,101,146,172
2251,4,0.9457,0.9819,102,143,181
2252,4,0.9457,0.9734,101,143,173
2253,8,1.0000,1.0000,100,143,172
2254,2,0.9850,0.9850,100,143,174
2255,13,0.9792,0.9940,101,143,173
2256,5,0.9057,0.9647,102,144,172
2257,19,0.9236,0.9612,101,142,169
2258,3,0.9639,0.9819,96,142,170
2259,2,1.0000,1.0000,95,140,172
2260,24,0.8926,0.9815,97,142,173
2261,2,0.9663,0.9663,95,140,172
2262,4,0.9853,0.9951,96,139,168
2263,5,1.0000,1.0000,97,140,169
2264,4,0.9308,0.9595,95,142,167
2265,3,1.0000,1.0000,123,169,202
2266,7,1.0000,1.0000,116,162,195
2267,3,1.0000,1.0000,118,164,196
2268,31,0.9768,0.9963,115,160,189
2269,4,1.0000,1.0000,115,160,189
2270,3,1.0000,1.0000,114,160,189
2271,2,1.0000,1.0000,111,154,185
2272,3,1.0000,1.0000,107,152,183
2273,7,1.0000,1.0000,107,152,186
2274,7,1.0000,1.0000,109,153,187
2275,28,0.9853,0.9987,108,152,185
2276,5,0.9924,0.9962,105,149,185
2277,18,1.0000,1.0000,101,146,179
2278,3,0.9789,0.9894,97,142,170
2279,2,1.0000,1.0000,99,144,170
2280,4,1.0000,1.0000,103,146,169
2281,20,0.9136,0.9935,95,140,169
2282,4,1.0000,1.0000,97,138,172
2283,3,0.9448,0.9448,98,140,167
2284,4,0.9421,0.9807,98,143,172
2285,13,0.9778,0.9954,98,142,173
2286,2,1.0000,1.0000,96,142,173
2287,9,1.0000,1.0000,96,142,175
2288,2,1.0000,1.0000,97,140,168
2289,7,1.0000,1.0000,89,140,170
2290,5,1.0000,1.0000,92,142,173
2291,24,1.0000,1.0000,97,142,173
2292,2,1.0000,1.0000,101,146,176
2293,5,0.9212,0.9563,98,147,172
2294,11,0.6136,0.9409,107,142,167
2295,3,0.9302,0.9409,108,143,169
2296,8,1.0000,1.0000,122,168,201
2297,7,1.0000,1.0000,116,162,195
2298,6,1.0000,1.0000,117,163,193
2299,45,0.9475,0.9930,116,162,194
2300,6,0.9958,0.9992,113,159,189
2301,9,0.9834,0.9919,113,158,188
2302,6,0.9833,0.9967,113,157,186
2303,5,1.0000,1.0000,114,154,185
